Category,Keyword,Clue 1,Clue 2,Clue 3
ஆறெழுத்து,செம்மறியாடு,ஆடு,விலங்கு,உரோமம்
ஆறெழுத்து,செல்வந்தர்,பணக்காரர்,ஏழை,செல்வம்
ஆறெழுத்து,தலைநகரம்,முக்கிய,நகரம்,நிர்வாகம்
ஆறெழுத்து,திருக்குறள்,வள்ளுவர்,அறம்,நூல்
ஆறெழுத்து,திருப்புமுனை,மாற்றம்,முக்கிய,நிகழ்வு
ஆறெழுத்து,திருநெல்வேலி,நகரம்,அல்வா,தாமிரபரணி
ஆறெழுத்து,திமிங்கலம்,மீன்,கடல்,பெரியது
ஆறெழுத்து,தீபகற்பம்,நிலம்,நீர்,மூன்று பக்கம்
ஆறெழுத்து,தென்கிழக்கு,திசை,தெற்கு,கிழக்கு
ஆறெழுத்து,தென்னிந்தியா,மாநிலங்கள்,கலாச்சாரம்,உணவு
ஆறெழுத்து,தென்னைமரம்,மரம்,தேங்காய்,இளநீர்
ஆறெழுத்து,தொள்ளாயிரம்,எண்,ஆயிரம்,நூறு
ஆறெழுத்து,நடவடிக்கை,செயல்பாடு,தீர்வு,முன்னேற்றம்
ஆறெழுத்து,நல்லெண்ணெய்,எண்ணெய்,எள்,சமையல்
ஆறெழுத்து,நிகழ்காலம்,தற்காலம்,இறந்தகாலம்,எதிர்காலம்
ஆறெழுத்து,நிரந்தரம்,நிலையானது,தற்காலிகம்,எப்போதும்
ஆறெழுத்து,நீதிமன்றம்,நீதி,சட்டம்,வழக்கு
ஆறெழுத்து,நீர்ப்பாசனம்,விவசாயம்,தண்ணீர்,கால்வாய்
ஆறெழுத்து,நீர்வீழ்ச்சி,அருவி,மலை,தண்ணீர்
ஆறெழுத்து,நெடுந்தூரம்,தொலைவு,அருகில்,பயணம்
ஆறெழுத்து,பச்சைக்கிளி,பறவை,நிறம்,அழகு
ஆறெழுத்து,பஞ்சாங்கம்,ஜோதிடம்,நாள்,நட்சத்திரம்
ஆறெழுத்து,பஞ்சபூதம்,நிலம்,நீர்,நெருப்பு
ஆறெழுத்து,படையெடுப்பு,தாக்குதல்,போர்,ஆக்கிரமிப்பு
ஆறெழுத்து,பண்டமாற்று,பரிமாற்றம்,பொருள்,வணிகம்
ஆறெழுத்து,பத்தொன்பது,எண்,இருபது,பத்து
ஆறெழுத்து,பரப்பளவு,விஸ்தீரணம்,நிலம்,அளவு
ஆறெழுத்து,பற்றாக்குறை,குறைபாடு,அதிகம்,தேவை
ஆறெழுத்து,பல்லாங்குழி,விளையாட்டு,குழி,சோழி
ஆறெழுத்து,பல்லாயிரம்,பல,ஆயிரம்,எண்ணிக்கை
ஆறெழுத்து,பன்னிரண்டு,எண்,பதினொன்று,பதிமூன்று
ஆறெழுத்து,பிரபஞ்சம்,அண்டம்,உலகம்,நட்சத்திரங்கள்
ஆறெழுத்து,பிரம்மாண்டம்,பெரிய,மாபெரும்,மிகையான
ஆறெழுத்து,புளியமரம்,மரம்,பழம்,புளிப்பு
ஆறெழுத்து,பூந்தோட்டம்,மலர்கள்,செடிகள்,அழகு
ஆறெழுத்து,பெயர்ச்சொல்,இலக்கணம்,சொல்,பெயர்
ஆறெழுத்து,பெருங்காயம்,மசாலா,மணம்,சமையல்
ஆறெழுத்து,பெரும்பான்மை,அதிகம்,சிறுபான்மை,மக்கள்
ஆறெழுத்து,பேராசிரியர்,ஆசிரியர்,கல்லூரி,நிபுணர்
ஆறெழுத்து,பொருளாதாரம்,நிதி,வளர்ச்சி,வர்த்தகம்
ஆறெழுத்து,பொழுதுபோக்கு,ஓய்வு,மகிழ்ச்சி,விளையாட்டு
ஆறெழுத்து,பொற்கொல்லன்,தங்கம்,நகை,வேலை
ஆறெழுத்து,போர்க்களம்,யுத்தக்களம்,சண்டை,வீரம்
ஆறெழுத்து,மக்கள்தொகை,ஜனத்தொகை,மக்கள்,எண்ணிக்கை
ஆறெழுத்து,மருத்துவம்,வைத்தியம்,சிகிச்சை,மருந்து
ஆறெழுத்து,மருத்துவர்,வைத்தியர்,சிகிச்சை,நோயாளி
ஆறெழுத்து,மறுபடியும்,மீண்டும்,திரும்ப,ஒருமுறை
ஆறெழுத்து,மிருதங்கம்,இசைக்கருவி,தாளம்,கச்சேரி
ஆறெழுத்து,மாணவர்கள்,கல்வி,பள்ளி,ஆசிரியர்
ஆறெழுத்து,முன்னேற்றம்,வளர்ச்சி,பின்தங்கிய,மேம்பாடு
ஆறெழுத்து,மெய்யெழுத்து,உயிரெழுத்து,எழுத்து,புள்ளி
ஆறெழுத்து,வடகிழக்கு,திசை,வடக்கு,கிழக்கு
ஆறெழுத்து,வர்த்தகம்,வணிகம்,வியாபாரம்,தொழில்
ஆறெழுத்து,வாழைப்பழம்,பழம்,மரம்,உணவு
ஆறெழுத்து,விடியற்காலை,அதிகாலை,காலை,சூரிய உதயம்
ஆறெழுத்து,விண்ணப்பம்,கோரிக்கை,மனு,படிவம்
ஆறெழுத்து,விருந்தினர்,அழைப்பாளர்,உபசரிப்பு,வருகை
