Category,Keyword,Clue 1,Clue 2,Clue 3
Animal,ஒட்டகச்சிவிங்கி,உயரம்,கழுத்து,ஆப்பிரிக்கா
Animal,ஒட்டகம்,பாலைவனம்,திமில்,சவாரி
Animal,காளை,எருது,மாடு,ஜல்லிக்கட்டு
Animal,குதிரை,சவாரி,பந்தயம்,வேகம்
Animal,ஞமலி (நாய்),விசுவாசம்,வீடு,குரைக்கும்
Animal,நரி,தந்திரம்,காடு,ஊளையிடும்
Animal,பாலூட்டி,குட்டி,பால்,விலங்கு
Animal,பூனை,எலி,பால்,மியாவ்
Animal,முயல்,கேரட்,வேகம்,தாவும்
Animal,வௌவால்,பறக்கும்,இரவு,குகை
Animal,விலங்கு / மிருகம்,பிராணி,காடு,நான்கு கால்
Animal,யானை,தும்பிக்கை,தந்தம்,பெரியது
Animal,சிங்கம் / அரிமா,கர்ஜனை,காட்டின் ராஜா,பிடரி
Animal,பன்றி,சேறு,பண்ணை,இறைச்சி
Animal,முள்ளம்பன்றி,முள்,பாதுகாப்பு,விலங்கு
Animal,எலி,பொந்து,தானியம்,சிறிய
Animal,காண்டாமிருகம்,கொம்பு,பெரிய,தடித்த தோல்
Animal,செம்மறியாடு,உரோமம்,கம்பளி,பண்ணை
Animal,இறால்,கடல் உணவு,ஓடு,வளைந்த
Animal,நத்தை,மெதுவாக,ஓடு,சளி
Animal,புலி ,வரிகள்,காடு,வேங்கை
Animal,வெள்ளெலி,செல்லப்பிராணி,சிறிய,கூண்டு
Animal,ஓநாய்,காடு,கூட்டம்,ஊளையிடும்
Bird,கிளி,பச்சை,பேசும்,பழம்
Bird,கொசு,கடி,இரத்தம்,நோய்
Bird,சேவல்,காலை,கூவும்,கொண்டை
Bird,தூக்கணாங்குருவி,கூடு,தொங்கும்,சிறிய
Bird,பருந்து,வானம்,இரையைத் தேடும்,கூர் பார்வை
Bird,புறா,சமாதானம்,கடிதம்,சாம்பல் நிறம்
Bird,மயில்,தோகை,ஆடும்,தேசிய பறவை
Bird,கொக்கு,வெள்ளை,மீன்,நீண்ட கால்
Bird,காகம் / காக்கை,கருப்பு,கரைதல்,உணவு
Bird,குயில்,பாடும்,கூவும்,வசந்தகாலம்
Bird,நாரை,நீண்ட கால்,நீர்நிலை,பறவை
Bird,கோழி,பண்ணை,முட்டை,இறைச்சி
Body Part,கணுக்கால்,கால்,பாதம்,எலும்பு
Body Part,கல்லீரல்,உறுப்பு,செரிமானம்,வயிறு
Body Part,தோகை,மயில்,இறகு,அழகு
Body Part,நாக்கு,வாய்,சுவை,பேச்சு
Body Part,நுரையீரல்,சுவாசம்,காற்று,மார்பு
Body Part,மீசை,முகம்,முடி,உதடு
Body Part,வாய்,உதடு,பேச்சு,உணவு
Body Part,முதுகு,தண்டுவடம்,பின் பக்கம்,உடல்
Body Part,இரத்தம்/குருதி,சிவப்பு,நாடி,ஓட்டம்
Body Part,எலும்பு,கடினமானது,சுண்ணாம்பு,சட்டம்
Body Part,மூளை,தலை,சிந்தனை,நரம்பு
Body Part,மார்பு,இதயம்,நுரையீரல்,கூடு
Body Part,காது/செவி,கேட்டல்,ஒலி,ஓசை
Body Part,கண்,பார்வை,பார்த்தல்,விழி
Body Part,புருவம்,கண்,முடி,இமை
Body Part,கை,விரல்கள்,எழுதுதல்,வேலை
Body Part,இதயம்,துடிப்பு,காதல்,மார்பு
Body Part,குதிகால்,பாதம்,செருப்பு,நட
Body Part,உறுப்பு,உடல்,செயல்பாடு,பகுதி
Body Part,தொண்டை,குரல்,உணவு,வலி
Body Part,துதிக்கை / தும்பிக்கை,யானை,நீளம்,நீர்
Clothes,பட்டு,புழு,ஆடை,மென்மை
Direction,இடது,பக்கம்,வலது,கை
Flower,அரும்பு,மொட்டு,மலர்,விரியும்
Flower,தாழம்பூ,மணம்,முள்,வாசனை
Food,இஞ்சி,காரம்,தேநீர்,மருந்து
Food,இட்லி,காலை உணவு,அரிசி,ஆவி
Food,உளுந்து,பருப்பு,வடை,கருப்பு
Food,நுங்கு,பனைமரம்,கோடை,குளிர்ச்சி
Food,பாதாம்,கொட்டை,பருப்பு,எண்ணெய்
Food,மொச்சை,அவரை,காய்,புரதம்
Food,மோர்,தயிர்,நீர்,புளிப்பு
Food,சீரகம்,சமையல்,வாசனை,விதை
Food,வெந்தயம்,கசப்பு,குளிர்ச்சி,விதை
Food,உணவு,பசி,சாப்பாடு,ஆற்றல்
Food,கனி ,இனிப்பு / பழம்,மரம்,விதை
Food,பருப்பு,சாம்பார்,புரதம்,தானியம்
Food,காளான்,குடை,புரதம்,செடி
Food,கடுகு,விதை,தாளிப்பு,சிறிய
Food,தின்பண்டம்,நொறுக்குத்தீனி,சுவை,இனிப்பு
Food,ரசம்,புளி,மிளகு,திரவம்
Food,தயிர்,பால்,புளிப்பு,வெண்ணெய்
Food,வெல்லம்,கரும்பு,இனிப்பு,கருப்பட்டி
Fruit,கரும்பு,வெல்லம்,சாறு,இனிப்பு
Fruit,மாதுளை,முத்து,சிவப்பு,பழம்
Fruit,வாழைப்பழம்,மஞ்சள்,பழம்,தோல்
Fruit,திராட்சைப்பழம்,கொடி,கொத்து,புளிப்பு
Fruit,மாம்பழம்,முக்கனி,இனிப்பு,கோடை
Fruit,கிச்சலி,ஆரஞ்சு,பழம்,புளிப்பு
Fruit,தர்பூசணி,கோடை,நீர்,சிவப்பு
Furniture,கட்டில்,படுக்கை,தூக்கம்,அறை
Furniture,கதவு,திற,மூடு,அறை
House,தேன்கூடு,தேனீ,தேன்,அறுங்கோணம்
House,வாசல்,கதவு,நுழைவாயில்,வீடு
Household Things,கம்பளம்,தரை,விரிப்பு,மென்மை
Household Things,கிண்ணம்,பாத்திரம்,உணவு,குழம்பு
Household Things,குடம்,தண்ணீர்,பானை,செம்பு
Household Things,குடை,மழை,வெயில்,பிடி
Household Things,கூரை,வீடு,மேல்,ஓடு
Household Things,கேட்டில்,தேநீர்,சூடு,பாத்திரம்
Household Things,கொத்து கரண்டி,சிமெண்ட்,கலவை,கட்டுவேலை
Household Things,சீவல்,தேங்காய்,துருவல்,சமையல்
Household Things,திரை,ஜன்னல்,துணி,மறை
Household Things,துண்டு,குளியல்,துடை,நீர்
Household Things,நாற்காலி,உட்கார்,மேசை,நான்கு கால்
Household Things,பாய்,படு,உறங்கு,பனை
Household Things,பீப்பாய்,உருளை,மரம்,சேமிப்பு
Household Things,போர்வை,குளிர்,மூடு,தூக்கம்
Household Things,முறம்,அரிசி,புடை,மூங்கில்
Household Things,மேசை,நாற்காலி,உட்கார்,மரம்
Household Things,விசிறி,காற்று,கோடை,கை
Insects,தேனீ,தேன்,கூடு,பூ
Jewelry,தங்க நகை,ஆபரணம்,மஞ்சள்,உலோகம்
Jewelry,தோடு,காது,நகை,ஆபரணம்
Jewelry,முத்து,சிப்பி,கடல்,வெண்மை
Money,காசு,பணம்,சில்லறை,உலோகம்
Music,குழல்,புல்லாங்குழல்,ஊது,இசை
Music,மத்தளம்,தாளம்,கருவி,அடி
Nature,காற்று,தென்றல்,புயல்,சுவாசம்
Nature,சிற்றோடை,நீரோடை,ஆறு,நீர்
Nature,சொட்டு,துளி,நீர்,மழை
Nature,பௌர்ணமி,முழு நிலா,வெளிச்சம்,இரவு
Nature,குறிஞ்சி,மலை,பூ,நிலம்
Nature,மருதம்,வயல்,பூ,நிலம்
Nature,பாலை,மணல்,வறட்சி,நிலம்
Nature,பூமி,உலகம்,நிலம்,கோள்
Nature,அண்டம்,பிரபஞ்சம்,விண்மீன்,கோள்
Nature,வானவில்,ஏழு நிறம்,மழை,வானம்
Nature,பாறை,கல்,மலை,கடினம்
Nature,வானம்,மேகம்  / ஆகாயம்,நீலம்,விண்
மக்கள்,குறவன், குறிஞ்சி,மக்கள், ஆண்
நான்கெழுத்து,விடயம், செய்தி, விவரம், தகவல்
நான்கெழுத்து, வறட்சி, உலர்ந்த​ / காய்ந்த​, நிலம், பாலைவனம்
Nature, தாவரம், நிலைத்திணை, மரம்/செடி, கொடி
Secret, இரகசியம் / ரகசியம், மறைபொருள், அந்தரங்கம், கமுக்கம்
Household Things, தாம்பாளம்,  தட்டு, பெரியது, பாத்திரம்
நான்கெழுத்து, விண்கல்,வானம், பாறை, விழும்
Tamil month,சித்திரை,பங்குனி /அடுத்தது, புத்தாண்டு, முதலாவது
Tamil month,வைகாசி, சித்திரை, அடுத்தது, விசாகம்
Tamil month,ஆனி, வைகாசி, அடுத்தது, மூன்றாவது
Tamil month,ஆடி, ஆனி/அடுத்தது, அம்மன்/ கூழ் 
Tamil month,ஆவணி, ஆடி /அடுத்தது, பிள்ளையார் 
Tamil month,புரட்டாசி,ஆவணி /அடுத்தது,சனிக்கிழமை,விரதம்
Tamil month,ஐப்பசி,புரட்டாசி /அடுத்தது, தீபாவளி, மழை 
Tamil month,கார்த்திகை,ஐப்பசி / அடுத்தது, தீபம், விளக்குகள்
Tamil month,மார்கழி,கார்த்திகை /அடுத்தது, கச்சேரி, பக்தி	
Tamil month,தை, மார்கழி /அடுத்தது, பொங்கல், அறுவடை/விளைச்சல்
Tamil month,மாசி,தை /அடுத்தது, அடுத்தது, மகம்
Tamil month,பங்குனி,மாசி /அடுத்தது, உத்திரம்,கல்யாணம்


